1.000000000000000000e+00 9.998177432196211356e-01 9.992710614585742501e-01 9.983602204140811232e-01 9.970856627713569065e-01 9.954480079884620025e-01 9.934480519952313404e-01 9.910867668064389235e-01 9.883653000493803908e-01 9.852849744061069615e-01 9.818472869705767714e-01 9.780539085210400163e-01 9.739066827080113953e-01 9.694076251582224302e-01 9.645589224949893126e-01 9.593629312754758942e-01 9.538221768453640781e-01 9.479393521114887200e-01 9.417173162330385594e-01 9.351590932319508997e-01
1.000000000000000000e+00 9.996355030484573856e-01 9.985423886215443190e-01 9.967217855934795701e-01 9.941755740586462053e-01 9.909063832891944479e-01 9.869175888787959927e-01 9.822133090756905993e-01 9.767984003090215417e-01 9.706784519133528910e-01 9.638597800571278018e-01 9.563494208817069353e-01 9.481551228584810254e-01 9.392853383724129035e-01 9.297492145411967446e-01 9.195565832800762784e-01 9.087179506231741755e-01 8.972444853129915021e-01 8.851480066705663674e-01 8.724409717595196234e-01
1.000000000000000000e+00 9.993925419883860073e-01 9.975712380451868810e-01 9.945392964190568064e-01 9.903020574407377374e-01 9.848669834112369070e-01 9.782436444726041458e-01 9.704437004886128371e-01 9.614808789703200853e-01 9.513709490891353315e-01 9.401316918275613999e-01 9.277828663252505326e-01 9.143461724853443329e-01 8.998452099133020798e-01 8.843054332674682438e-01 8.677541041076006767e-01 8.502202393342990216e-01 8.317345563188521806e-01 8.123294148294504247e-01 7.920387558658139593e-01
1.000000000000000000e+00 9.990888821801691133e-01 9.963579636911930049e-01 9.918145423724589183e-01 9.854707577368391203e-01 9.773435557154478426e-01 9.674546394478238387e-01 9.558304062645917032e-01 9.425018710508510367e-01 9.275045762192319909e-01 9.108784885615259785e-01 8.926678832869934244e-01 8.729212155936754147e-01 8.516909801562506654e-01 8.290335589499747693e-01 8.050090578650811457e-01 7.796811325993623365e-01 7.531168043485865216e-01 7.253862658448276823e-01 6.965626783213861861e-01
1.000000000000000000e+00 9.987245512955559290e-01 9.949030077428111518e-01 9.885497572465850036e-01 9.796887138092825742e-01 9.683532190669666972e-01 9.545859050274486668e-01 9.384385185950320230e-01 9.199717086291686607e-01 8.992547764437465174e-01 8.763653908092629008e-01 8.513892686711005409e-01 8.244198229428133518e-01 7.955577788731829081e-01 7.649107606191080100e-01 7.325928497827974839e-01 6.987241177903635858e-01 6.634301340995335527e-01 6.268414523263050597e-01 5.890930764732472680e-01
1.000000000000000000e+00 9.982995825344802565e-01 9.932069004257696454e-01 9.847476171104426745e-01 9.729643471652362763e-01 9.579164205327427295e-01 9.396795543355249691e-01 9.183454341636004825e-01 8.940212072397584198e-01 8.668288903727174866e-01 8.369046960966609605e-01 8.043982808643875826e-01 7.694719196073533940e-01 7.322996113967997767e-01 6.930661213332961479e-01 6.519659641554410578e-01 6.092023353895495985e-01 5.649859961594282387e-01 5.195341180369370537e-01 4.730690945381890722e-01
1.000000000000000000e+00 9.978140146216992745e-01 9.912702597935536541e-01 9.804112378712637188e-01 9.653074483214914014e-01 9.460568836724800867e-01 9.227843291038292373e-01 8.956404708865683961e-01 8.648008203053865195e-01 8.304644610653879599e-01 7.928526294955078324e-01 7.522071380999212353e-01 7.087886541678337649e-01 6.628748462224465232e-01 6.147584120632089144e-01 5.647450030248774011e-01 5.131510598351519681e-01 4.603015760947118951e-01 4.065278059242046771e-01 3.521649327181153311e-01
1.000000000000000000e+00 9.972678918028723416e-01 9.890937914771238404e-01 9.755441724362093892e-01 9.567291609555085286e-01 9.328015485603486923e-01 9.039554223221445417e-01 8.704244258671794965e-01 8.324796673501507760e-01 7.904272939371647100e-01 7.446057554487883756e-01 6.953827827035715670e-01 6.431521087483912380e-01 5.883299635392389426e-01 5.313513747216220828e-01 4.726663089345494173e-01 4.127356895084405841e-01 3.520273275325800366e-01 2.910118040210847856e-01 2.301583413009111456e-01
1.000000000000000000e+00 9.966612638400809132e-01 9.866782883991873643e-01 9.701504074763848129e-01 9.472419638696709665e-01 9.181805036967449762e-01 8.832542775100961085e-01 8.428090768630328578e-01 7.972444425909328558e-01 7.470092882545570356e-01 6.925969888653524809e-01 6.345399910984199643e-01 5.734040066258451196e-01 5.097818549086088336e-01 4.442870257139738821e-01 3.775470347325587395e-01 3.101966479183319580e-01 2.428710515411582338e-01 1.761990454093955716e-01 1.107963362851775990e-01
1.000000000000000000e+00 9.959941860067906827e-01 9.840246304531377053e-01 9.642343597962540480e-01 9.368596507994036982e-01 9.022269099908893919e-01 8.607483653776676347e-01 8.129166298582340966e-01 7.592982113132434874e-01 7.005260588273940492e-01 6.372912477081519311e-01 5.703339177302034768e-01 5.004335891835413053e-01 4.283989896963110167e-01 3.550575313232258723e-01 2.812445819474487241e-01 2.077926775747697130e-01 1.355208225719732040e-01 6.522402331159395106e-02 -2.336802941165591445e-03
